STBA,Paragraph,Section,Lemma,Lemma_Witnesses,Lemma_Sources,Lemma_Annotations,Reading_1,Reading_1_Witnesses,Reading_1_Sources,Reading_1_Annotations,Reading_2,Reading_2_Witnesses,Reading_2_Sources,Reading_2_Annotations,Reading_3,Reading_3_Witnesses,Reading_3_Sources,Reading_3_Annotations,Reading_4,Reading_4_Witnesses,Reading_4_Sources,Reading_4_Annotations,Reading_5,Reading_5_Witnesses,Reading_5_Sources,Reading_5_Annotations,Reading_6,Reading_6_Witnesses,Reading_6_Sources,Reading_6_Annotations,Reading_7,Reading_7_Witnesses,Reading_7_Sources,Reading_7_Annotations,General_Comment,Omissions,Complications
,75,3,iis <in> quibus,,Larsen,(cf. Cic. Ver. 2.3.193),(e/i)is quibus,M S,,,eius quibus,U,,ut uidetur per compendium,quibus,T V,,,,,,,,,,,,,,,,,,,nisi mauis in quibus (cf. BC 3.15.6),omission in M U S T V,
,76,1,ueterana legio sexta,U T V,,,ueterana sexta legio,M,,,ueterana religio,Sc,,,ueterata religio,Sac,,,,,,,,,,,,,,,,,,,,,
,76,1,in procliui ,M U S,,"(de sensu locali cf. 74.4 et u. TLL 10.2.1537.42-54, de sensu translato cf. BC 1.48.7 et u. TLL 10.2.1538.52-62)",procliui,T V,,,in procliue,,Scaliger,(cf. Suet. Cal. 32.2 in mare),,,,,,,,,,,,,,,,,,,,,,,
,76,2,tamen,M U S T V,,(cf. 36.1),temere,,Cornelissen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,76,2,defendentibus,M U S T V,,(cf. BC 3.95.3),deserentibus,,Lipsius,(cf. BAfr 83.4),,,,,,,,,,,,,,,,,,,,,,,,,,,
,76,3,castra quas,M U S,,,castris quas,T,,,castra quae,V,,,,,,,,,,,,,,,,,,,,,,,,,
,76,4,facultatem attulisset,M U S,,,facultatem,T,,,facultatem attribuisset,V,,,,,,,,,,,,,,,,,,,,,,,,omission in T,
,77,1,eoque uel miles quoque ,,Kübler,(cf. Cic. Fam. 10.5.2 uel 24.6),quodque,M U S T V,,(u. et infra),,,,,,,,,,,,,,,,,,,,,,,,,,,
,77,1,quod uictoria ,M U S T V,,,[quod] uictoria,,Dinter,", quodque supra retinens ",,,,,,,,,,,,,,,,,,,,,,,,,,,
,77,2,equitibus,M U S T V,,(u. TLL 5.2.1623.13-26),equitibusque,,Schneider,(cf. 25.2 et u. ad 17.3),,,,,,,,,,,,,,,,,,,,,,,,,,,
,77,2,relinquit,M U V,,,reliquit,S T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,78,2,a quo rem,,Scaliger,(cf. BAfr 77.1 et u. 26.1-28.2),quo rem,M U T V,,,quorum,S,,,,,,,,,,,,,,,,,,,,,,,,,
,78,2,quod,M U S T V,,"(u. Damon 2015, 111)",quod <regnum>,,Larsen,(cf. BG 2.29.3),,,,,,,,,,,,,,,,,,,,,,,,,,,
,78,2,muniuit,ed.pr.,,,munierat,M U S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,78,3,[legibus],,Ciacconius,", ut glossema ex 67.1 legibus? (u. et 68.1)",legibus,M U S T V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,78,3,Deiotaro,M U T V,,(de datiuo commodi u. TLL 10.2.116.38-41),a deiotaro,S,,fortasse recte (cf. 34.1),,,,,,,,,,,,,,,,,,,,,,,,,,,
